file,size,iter,time,mem
testcases/ref_new/expr_b.mls,0.05,17744
testcases/ref_new/expr.mls,0.03,16200
testcases/ref_new/expr_sub.mls,0.05,16376
testcases/ref_new/expr_div.mls,0.07,16872
testcases/ref_new/list_dropeven.mls,0.02,15972
testcases/ref_new/list_last2.mls,29,6,0.64,19676
testcases/ref_new/list_make.mls,13,3,0.02,15960
testcases/ref_new/list_range.mls,119.86,20284
testcases/ref_new/nat_mul.mls,31,7,7.50,21364
testcases/ref_new/nat_sub.mls,0.03,16072
testcases/ref_new/tree_balanced.mls,0.08,16124
testcases/ref_new/tree_height.mls,20,5,9.14,19104
testcases/ref_new/tree_lastleft.mls,18,5,7.03,19092
testcases/ref_new/tree_notexist.mls,28.04,31348
testcases/ref_new/tree_sum.mls,25,5,7.42,19124
